I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
10107,Tsu,2014,7,25,10,54,49,10,6.1,6.1,,,,,,,USA,AK,ALASKA:  SOUTHEASTERN,58.358,-137.13,150,,,,,,,,,,,,,,,,,,,,,,,,
10115,Tsu,2014,10,9,2,14,32,16,7.1,7.1,,,,,,,CHILE,,CHILE: EASTER ISLAND REGION,-32.115,-110.779,160,,,,,,,,,,,,,,,,,,,,,,,,
10193,Tsu,2014,10,14,3,51,46,40,7.3,7.3,,,,,,7,EL SALVADOR,,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,100,1,1,,,,,,1,5,1,41,1,1,1,,,,,,1,5,1,41,1
10119,Tsu,2014,11,15,2,31,40,35,7.1,7.1,,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.928,126.547,170,,,,,,,,,,,,,,,,,,,,,,,,
10131,Tsu,2015,2,16,23,6,27,23,6.7,6.7,,,,,,,JAPAN,,JAPAN:  HONSHU,39.83,142.89,30,,,,,,,,,,,,,,,,,,,,,,,,
10135,Tsu,2015,2,19,13,18,32,10,6.4,6.4,,,,,,5,VANUATU,,VANUATU ISLANDS,-16.431,168.148,170,,,,,,,,,,,,,,,,,,,,1,,,,
10133,Tsu,2015,3,29,23,48,31,40,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.76,152.556,170,,,,,,,,,,,,,,,,,,,,,,,,
10140,Tsu,2015,5,2,16,50,46,33,5.7,5.7,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.594,140.167,30,,,,,,,,,,,,,,,,,,,,,,,,
10139,Tsu,2015,5,5,1,44,5,42,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.465,151.886,170,,,,,,,,1,,,,1,,,,,,,,1,,,,1
10147,Tsu,2015,7,10,4,12,42,12,6.7,6.7,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.303,158.396,170,,,,,,,,,,,,,,,,,,,,,,,,
10146,Tsu,2015,7,18,2,27,33,10,7,7,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.444,165.172,170,,,,,,,,,,,,,,,,,,,,,,,,
10157,Tsu,2015,7,27,4,49,46,29,6.9,6.9,,,,,,,USA,AK,ALASKA,52.376,-169.446,150,,,,,,,,,,,,,,,,,,,,,,,,
10156,Tsu,2015,9,16,22,54,32,22,8.3,8.3,,,,,,9,CHILE,,CHILE:  CENTRAL,-31.573,-71.674,160,7,1,1,1,14,1,600,4,2305,4,10044,4,15,1,1,1,14,1,600,4,2305,4,10044,4
10162,Tsu,2015,11,11,1,54,37,10,6.9,6.9,,,,,,7,CHILE,,CHILE:  LA SERENA,-29.439,-72.105,160,,,,,,,,,,,,,,,,,,,,,,,,
10163,Tsu,2015,11,13,20,51,30,12,6.7,6.7,,,,,,,JAPAN,,JAPAN:  KYUSYU ISLAND,30.991,128.877,30,,,,,,,,,,,,,,,,,,,,,,,,
10164,Tsu,2015,11,17,7,10,8,11,6.5,6.5,,,,,,,GREECE,,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.755,20.552,,2,1,,,4,1,,2,1,1,,2,2,1,,,4,1,,2,1,1,,2
10175,Tsu,2016,3,2,12,49,48,24,7.8,7.8,,,,,,,INDONESIA,,INDONESIA: SUMATRA:,-4.908,94.275,60,,1,,,,,,,,,,,,1,,,,,,,,,,
10179,Tsu,2016,4,28,19,33,24,27,7,7,,,,,,,VANUATU,,VANUATU ISLANDS,-16.074,167.393,170,,,,,,,,,,,,,,,,,,,,,,,,
10190,Tsu,2016,8,12,1,26,35,10,7.2,7.2,,,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.495,173.111,,,,,,,,,,,,,,,,,,,,,,,,,
10192,Tsu,2016,8,19,7,32,22,10,7.4,7.4,,,,,,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,-55.279,-31.874,70,,,,,,,,,,,,,,,,,,,,,,,,
10196,Tsu,2016,9,1,16,37,57,19,7.1,7.1,,,,,,6,NEW ZEALAND,,NEW ZEALAND:  GISBORNE,-37.401,179.055,170,,,,,,,,,,,,,,,,,,,,,,,,
10206,Tsu,2016,11,13,11,2,56,53,7.8,7.8,,,,,,,NEW ZEALAND,,NEW ZEALAND:  AMBERLEY,-42.757,173.077,170,2,1,,,,,,2,,,,1,2,1,,,,,,2,1,1,,1
10209,Tsu,2016,11,21,20,59,49,11,6.9,6.9,,,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,37.392,141.403,30,,,,,,1,,1,,,,,,,,,,1,,1,,,,
10211,Tsu,2016,11,24,18,43,48,10,7,7,,,,,,,NICARAGUA,,NICARAGUA,11.96,-88.835,100,,,,,,,,,,,,,,,,,,,,,,,,
10219,Tsu,2016,12,9,19,10,7,21,6.9,6.9,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.73,161.107,170,,,,,,,,,,,,,,,,,,,,,,,,
10220,Tsu,2016,12,17,10,51,12,103,7.9,7.9,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.509,153.45,170,,,,,,,,,,,,,,,,,,,,,,,,
10224,Tsu,2016,12,25,14,22,27,35,7.6,7.6,,,,,,,CHILE,,CHILE,-43.416,-73.88,160,,,,,,,,1,,,,,,,,,,,,1,,,,
10225,Tsu,2017,1,3,21,52,31,17,6.9,6.9,,,,,,,FIJI,,FIJI ISLANDS,-19.326,176.053,170,,,,,,,,,,,,,,,,,,,,,,,,
10235,Tsu,2017,1,22,4,30,56,136,7.9,7.9,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.214,155.122,170,,,,,,,,1,,,,,,,,,,,,1,,,,
