I_D,TSEVENT_ID,YEAR,LATITUDE,LONGITUDE
21601,5413,2011,39.644783,141.975306
21602,5413,2011,36.310995,140.583635
21603,5413,2011,36.958267,140.949177
24476,5413,2011,35.690306,139.983889
24477,5413,2011,35.692772,140.738358
24478,5413,2011,35.595639,140.507919
24479,5413,2011,35.313361,139.786028
24480,5413,2011,35.70575,140.843167
24481,5413,2011,35.208361,140.392222
22916,5413,2011,38.910028,141.58275
22917,5413,2011,38.433056,141.383333
22918,5413,2011,41.743889,141.075278
24111,5413,2011,39.852056,141.975528
24112,5413,2011,38.368178,141.484947
24113,5413,2011,40.10375,141.825306
24114,5413,2011,40.103694,141.825361
24115,5413,2011,38.58525,141.463972
24116,5413,2011,38.699861,141.479583
24117,5413,2011,38.905611,141.65125
24118,5413,2011,39.960583,141.949467
24119,5413,2011,39.952986,141.9504
24120,5413,2011,38.802556,141.550639
24121,5413,2011,39.937472,141.935803
24122,5413,2011,38.440639,141.528583
24123,5413,2011,39.311796,141.8837
24124,5413,2011,38.680444,141.475111
24125,5413,2011,38.752333,141.527694
24126,5413,2011,38.894194,141.598472
24127,5413,2011,35.025389,138.897667
24128,5413,2011,35.542586,140.449386
24129,5413,2011,39.89235,141.953642
24130,5413,2011,38.449831,141.318331
24131,5413,2011,38.449337,141.281624
21448,5413,2011,36.937556,140.891278
21449,5413,2011,38.101917,140.928
21450,5413,2011,38.319097,141.025261
21451,5413,2011,38.045642,140.915822
21452,5413,2011,36.31094,140.581987
21453,5413,2011,38.279,141.465139
21454,5413,2011,37.147603,141.000836
21455,5413,2011,38.404889,141.229778
21456,5413,2011,37.967417,140.896306
21457,5413,2011,37.965889,140.898361
21458,5413,2011,37.142811,140.997202
21459,5413,2011,38.918222,141.584472
21460,5413,2011,38.203083,140.961972
21461,5413,2011,36.4975,140.623444
21462,5413,2011,38.408194,141.236722
21463,5413,2011,38.418139,141.352306
21464,5413,2011,36.919718,140.857494
21465,5413,2011,38.407333,141.228806
21466,5413,2011,38.515778,141.408667
21467,5413,2011,38.143667,140.911944
21468,5413,2011,38.314556,141.041972
22009,5413,2011,36.6109,140.677353
22010,5413,2011,36.54185,140.643722
22011,5413,2011,36.571225,140.651992
22012,5413,2011,36.493044,140.618103
22013,5413,2011,35.698694,140.847389
24457,5413,2011,34.903167,139.889972
24458,5413,2011,35.700333,140.692417
24459,5413,2011,35.277833,139.851558
24460,5413,2011,35.69823,140.847968
24461,5413,2011,35.644861,140.580111
24462,5413,2011,35.645944,140.580194
24463,5413,2011,35.695328,140.725067
24464,5413,2011,35.735452,140.829109
24465,5413,2011,35.735619,140.830222
24466,5413,2011,35.701694,140.693083
24467,5413,2011,35.692358,140.729262
24468,5413,2011,35.690833,139.985194
24469,5413,2011,35.692444,140.728731
24470,5413,2011,35.121778,140.235611
24471,5413,2011,35.218747,139.866583
24472,5413,2011,35.450444,140.405611
24473,5413,2011,35.122944,140.160917
22502,5413,2011,40.415833,141.716389
22503,5413,2011,40.412778,141.717778
25157,5413,2011,,
25097,5413,2011,36.97,-122.02
25159,5413,2011,20.88,-156.69
25160,5413,2011,20.785,-156.467
25161,5413,2011,20.898,-156.472
25162,5413,2011,20.79238,-156.5094
24098,5413,2011,39.635104,142.023087
24099,5413,2011,39.305278,141.889444
24100,5413,2011,39.426056,142.008639
24101,5413,2011,40.132778,141.858389
24102,5413,2011,37.894833,140.930111
24103,5413,2011,39.931972,141.937694
19195,5413,2011,-33.033,-71.633
19196,5413,2011,-35.3558,-72.4578
19197,5413,2011,-41.483,-72.967
19198,5413,2011,13.8184,120.2022
19199,5413,2011,-18.133,178.427
19200,5413,2011,13.333,-87.817
19201,5413,2011,-39.4757,176.9201
19202,5413,2011,-46.0858,166.5894
19203,5413,2011,-13.86,136.4158
19204,5413,2011,-38.3434,141.6132
19205,5413,2011,-45.8143,170.6294
19206,5413,2011,48.4,-123.4
19207,5413,2011,-54.933,-67.633
19194,5413,2011,-33.5833,-71.6189
19208,5413,2011,-37.725,176.157
19209,5413,2011,-41.2846,174.7791
19210,5413,2011,49.626,-169.871
19211,5413,2011,42.9756,144.3714
19212,5413,2011,43.35,145.583
19213,5413,2011,43.117,145.117
19214,5413,2011,42.167,142.767
19215,5413,2011,42.3,143.317
19218,5413,2011,48.942,178.27
19233,5413,2011,12.881,132.333
19237,5413,2011,4.052,146.592
19239,5413,2011,51.068,-164.02
19262,5413,2011,-15.8,158.5
19263,5413,2011,-9.493,-176.245
19265,5413,2011,39.34,-127.007
19266,5413,2011,32.246,-120.698
19267,5413,2011,16.034,-107.001
19270,5413,2011,10.84,-100.085
19272,5413,2011,4.995,-90.85
19281,5413,2011,-45.4666,-72.8166
19283,5413,2011,21.437,-157.793
19284,5413,2011,46.705,-123.959
19285,5413,2011,40.6836,141.3597
19287,5413,2011,40.1878,141.7689
19288,5413,2011,39.0203,141.6542
19289,5413,2011,39.35,141.917
19290,5413,2011,39.467,141.95
19291,5413,2011,39.84157,141.8892
19292,5413,2011,39.9305,141.8892
24104,5413,2011,38.783117,141.5152
24105,5413,2011,40.049614,141.869436
24106,5413,2011,39.161833,141.894472
24107,5413,2011,39.706361,141.975333
24108,5413,2011,38.439046,141.439146
24109,5413,2011,38.756028,141.524222
24110,5413,2011,40.106306,141.825611
22477,5413,2011,36.593608,140.665039
22478,5413,2011,35.746461,140.842347
22479,5413,2011,36.338975,140.594117
22480,5413,2011,36.384267,140.623244
22481,5413,2011,35.32775,140.400028
22482,5413,2011,40.187722,141.776556
22483,5413,2011,36.544514,140.645492
22484,5413,2011,36.355308,140.611861
24213,5413,2011,38.447341,141.235342
24214,5413,2011,43.012217,145.005967
24215,5413,2011,40.242139,141.826111
24216,5413,2011,40.134444,141.854222
24217,5413,2011,39.307933,141.892378
24218,5413,2011,39.501081,142.008941
24219,5413,2011,39.0595,141.814833
24220,5413,2011,39.21125,141.887556
24221,5413,2011,39.523702,142.029655
24222,5413,2011,39.040647,141.766186
24223,5413,2011,38.441359,141.441811
24224,5413,2011,39.309722,141.897778
24225,5413,2011,39.729361,141.969528
24226,5413,2011,39.501606,142.010096
24227,5413,2011,39.057778,141.81
24228,5413,2011,39.521175,142.029553
25233,5413,2011,-76.53,-150.16
21166,5413,2011,40.527225,141.546025
21167,5413,2011,38.433083,141.233694
21168,5413,2011,38.440806,141.23375
21169,5413,2011,38.435917,141.225917
21170,5413,2011,38.440736,141.297264
21171,5413,2011,42.527972,140.396444
21172,5413,2011,38.043778,140.890278
21173,5413,2011,40.526964,141.517997
21174,5413,2011,40.527847,141.527211
21175,5413,2011,38.060717,140.902142
21176,5413,2011,38.031056,140.879667
21177,5413,2011,38.427861,141.371556
21178,5413,2011,43.02175,145.021833
21179,5413,2011,40.526728,141.527417
21180,5413,2011,40.534792,141.556011
21721,5413,2011,39.381111,141.936444
21722,5413,2011,39.021139,141.645056
21723,5413,2011,38.438392,141.4375
21724,5413,2011,39.951056,141.957278
21725,5413,2011,40.224778,141.830722
21726,5413,2011,39.799222,141.984083
21727,5413,2011,39.684127,141.968018
22485,5413,2011,36.830333,140.790467
22486,5413,2011,36.309111,140.573278
22487,5413,2011,36.309111,140.573389
22488,5413,2011,36.570992,140.652078
22489,5413,2011,36.578633,140.657822
22490,5413,2011,36.856028,140.795278
22491,5413,2011,36.810769,140.763169
22492,5413,2011,40.420556,141.711111
22493,5413,2011,36.855444,140.795528
22494,5413,2011,40.433056,141.697222
22495,5413,2011,40.409222,141.719833
22496,5413,2011,40.419444,141.713056
22497,5413,2011,38.405361,141.241583
22498,5413,2011,40.443056,141.688056
22499,5413,2011,39.646111,141.967167
22500,5413,2011,40.449722,141.681667
22501,5413,2011,40.443889,141.688333
23663,5413,2011,38.521417,141.471556
23664,5413,2011,38.684175,141.439895
24205,5413,2011,38.467161,141.290987
24206,5413,2011,38.437233,141.397977
24207,5413,2011,38.465584,141.291587
24208,5413,2011,38.445496,141.20627
24209,5413,2011,38.444253,141.273318
24210,5413,2011,38.143056,140.884082
24211,5413,2011,38.446311,141.196824
24212,5413,2011,38.149758,140.887321
19147,5413,2011,32.713,-117.174
24959,5413,2011,38.515119,141.469569
24960,5413,2011,38.678028,141.440806
24961,5413,2011,37.101667,140.987472
21032,5413,2011,40.525119,141.530917
21033,5413,2011,37.840972,140.923472
21034,5413,2011,40.536983,141.505128
21035,5413,2011,40.547853,141.505158
21036,5413,2011,38.435,141.263083
21577,5413,2011,38.988694,141.672056
21578,5413,2011,38.923528,141.583111
21579,5413,2011,36.881783,140.7921
21580,5413,2011,39.644944,141.972278
21581,5413,2011,37.970083,140.910194
21582,5413,2011,38.284083,141.024722
21583,5413,2011,38.375722,141.153222
21584,5413,2011,38.321306,141.024361
21585,5413,2011,38.304703,141.083553
21152,5413,2011,38.43975,141.271389
21153,5413,2011,38.443528,141.310528
21154,5413,2011,38.446556,141.307139
21155,5413,2011,41.465889,141.095972
21156,5413,2011,38.392222,141.165556
21157,5413,2011,38.32575,141.024139
21158,5413,2011,38.423667,141.222
21159,5413,2011,38.070056,140.892389
21160,5413,2011,38.430806,141.222083
21161,5413,2011,38.432139,141.278778
21162,5413,2011,38.336167,141.048417
21163,5413,2011,38.427583,141.286667
21164,5413,2011,38.429917,141.374083
21165,5413,2011,38.439806,141.238917
22364,5413,2011,39.370861,141.952694
22365,5413,2011,39.369389,141.951361
22366,5413,2011,39.917092,141.939389
22367,5413,2011,39.960583,141.953833
22368,5413,2011,39.2114,141.887528
22909,5413,2011,37.90987,140.91242
22910,5413,2011,39.447417,141.963361
22911,5413,2011,36.849556,140.796194
22912,5413,2011,39.596383,141.966333
22913,5413,2011,39.036333,141.601306
22914,5413,2011,39.633626,141.96281
22915,5413,2011,39.458764,141.957203
24197,5413,2011,38.443511,141.444108
24198,5413,2011,38.4426,141.444231
24199,5413,2011,38.444269,141.444347
24200,5413,2011,38.437194,141.454833
24201,5413,2011,38.474378,141.295066
24202,5413,2011,38.463257,141.282299
24203,5413,2011,38.477954,141.292654
24204,5413,2011,38.131377,140.883406
21010,5413,2011,40.51835,141.59265
21011,5413,2011,40.539378,141.50785
21012,5413,2011,42.580722,140.710944
21013,5413,2011,38.44525,141.219361
21014,5413,2011,38.437722,141.266389
21015,5413,2011,40.585583,141.461092
21016,5413,2011,40.523761,141.541114
21017,5413,2011,42.30775,140.969667
21018,5413,2011,38.044361,140.883056
21019,5413,2011,42.370889,140.917778
21020,5413,2011,38.122,140.908611
21021,5413,2011,38.444306,141.332167
21022,5413,2011,38.379,141.129722
21023,5413,2011,38.428556,141.255194
21024,5413,2011,38.262783,140.988278
21025,5413,2011,38.2631,140.986717
21026,5413,2011,43.369694,145.808861
21027,5413,2011,41.772416,140.722402
21028,5413,2011,43.342251,145.585795
21029,5413,2011,38.343083,141.149389
21030,5413,2011,38.444056,141.323278
21031,5413,2011,38.060194,140.901389
22340,5413,2011,39.736424,141.969295
22341,5413,2011,40.471611,141.645803
22342,5413,2011,40.469806,141.647869
22343,5413,2011,39.062889,141.739583
22344,5413,2011,39.069222,141.7235
22345,5413,2011,39.003472,141.625056
22346,5413,2011,38.791167,141.497889
22347,5413,2011,38.720139,141.504833
22348,5413,2011,38.678306,141.449639
22349,5413,2011,38.646917,141.419222
22350,5413,2011,38.817917,141.563278
22351,5413,2011,38.358472,141.484194
22352,5413,2011,35.077472,140.102
22353,5413,2011,34.986306,139.971306
22354,5413,2011,35.122944,140.160917
22355,5413,2011,39.382222,141.930972
22356,5413,2011,39.308583,141.908556
22357,5413,2011,40.152694,141.866778
22358,5413,2011,39.960306,141.953056
22359,5413,2011,38.857911,141.673537
22360,5413,2011,38.774867,141.515222
22361,5413,2011,39.251056,141.962861
22362,5413,2011,39.959567,141.954667
22363,5413,2011,38.859058,141.674149
24092,5413,2011,38.801967,141.548783
24093,5413,2011,39.684847,141.96977
24094,5413,2011,39.706361,141.975556
24095,5413,2011,39.635222,142.022528
24096,5413,2011,39.635667,142.021111
22369,5413,2011,39.952389,141.9565
22370,5413,2011,38.757467,141.522283
22371,5413,2011,39.931975,141.937558
22372,5413,2011,40.100167,141.825556
23654,5413,2011,38.73095,141.560317
23655,5413,2011,39.610433,141.961167
23656,5413,2011,39.57082,142.037477
23657,5413,2011,39.155861,141.846083
23658,5413,2011,39.330444,141.899389
23659,5413,2011,39.020611,141.631972
23660,5413,2011,39.305917,141.911639
23661,5413,2011,38.692801,141.429377
23662,5413,2011,40.134675,141.844603
20882,5413,2011,38.051139,140.886472
20883,5413,2011,38.393278,141.15525
20884,5413,2011,38.031167,140.889139
20885,5413,2011,38.069528,140.897
20886,5413,2011,34.04446,134.556308
20887,5413,2011,38.435389,141.251806
20888,5413,2011,38.445389,141.335778
20889,5413,2011,38.019417,140.878833
20890,5413,2011,40.529975,141.511283
20891,5413,2011,40.539433,141.562453
20892,5413,2011,38.441917,141.280417
21433,5413,2011,36.876675,140.789475
21434,5413,2011,38.111319,140.929892
21435,5413,2011,38.204361,140.944472
21436,5413,2011,38.364972,141.139556
21437,5413,2011,38.905056,141.577444
21438,5413,2011,39.604955,141.950656
21439,5413,2011,38.193194,140.955056
21440,5413,2011,38.420667,141.323944
21441,5413,2011,37.989806,140.895389
24066,5413,2011,35.789083,140.800611
24067,5413,2011,38.03025,140.869167
24068,5413,2011,38.134581,140.881836
24069,5413,2011,38.108383,140.886833
24070,5413,2011,38.1726,140.909667
24071,5413,2011,38.985306,141.707694
24072,5413,2011,39.017541,141.607954
24073,5413,2011,39.685579,141.969373
24074,5413,2011,39.021139,141.645056
24075,5413,2011,39.020528,141.646917
24076,5413,2011,39.662178,141.971051
24077,5413,2011,39.661067,141.970726
24078,5413,2011,39.108333,141.804917
24079,5413,2011,39.611375,141.959606
24080,5413,2011,39.674693,141.980505
24081,5413,2011,39.316167,141.94575
24082,5413,2011,39.308944,141.891556
24083,5413,2011,38.99025,141.706139
24084,5413,2011,39.001515,141.659359
24085,5413,2011,39.153278,141.839667
24086,5413,2011,40.116153,141.830444
24087,5413,2011,39.14275,141.827889
24088,5413,2011,40.013472,141.895028
24089,5413,2011,40.224861,141.830694
24090,5413,2011,39.687117,141.9716
24091,5413,2011,39.738306,141.976722
23546,5413,2011,39.020639,141.715889
23547,5413,2011,38.172806,140.962611
23548,5413,2011,38.907972,141.579667
23549,5413,2011,40.47095,141.647694
23550,5413,2011,37.970111,140.912639
23551,5413,2011,38.377417,141.448333
23552,5413,2011,38.427444,141.314056
23553,5413,2011,38.0305,140.907972
23554,5413,2011,38.364056,141.155444
23555,5413,2011,38.422389,141.3095
23556,5413,2011,38.418528,141.274778
24097,5413,2011,39.570689,142.035289
21442,5413,2011,38.319008,141.024872
21443,5413,2011,38.396706,141.156767
21444,5413,2011,36.488472,140.619361
21445,5413,2011,36.311028,140.583528
21446,5413,2011,38.423778,141.268972
21447,5413,2011,38.036972,140.919278
29293,5413,2011,19.855152,-155.923015
29498,5413,2011,19.1728,-155.907288
29472,5413,2011,19.971587,-155.84194
29473,5413,2011,19.971151,-155.841687
29474,5413,2011,19.968124,-155.848044
29475,5413,2011,19.967659,-155.848085
29476,5413,2011,18.918566,-155.664744
29477,5413,2011,19.084848,-155.907476
29478,5413,2011,19.084844,-155.907093
29479,5413,2011,18.97089,-155.61242
29480,5413,2011,18.971192,-155.611976
29481,5413,2011,19.56136,-155.96232
29482,5413,2011,19.561204,-155.961833
29483,5413,2011,19.380027,-155.897753
29484,5413,2011,19.379461,-155.897717
29485,5413,2011,19.64376,-156.01125
29499,5413,2011,19.172822,-155.907149
29500,5413,2011,19.172988,-155.90716
29501,5413,2011,19.17309,-155.906945
29502,5413,2011,19.17338,-155.906768
29503,5413,2011,19.173562,-155.906666
29486,5413,2011,19.644259,-156.010756
29487,5413,2011,19.136299,-155.503552
29488,5413,2011,19.136955,-155.503762
29489,5413,2011,19.57897,-155.9673
29490,5413,2011,19.57856,-155.96662
29491,5413,2011,19.470392,-155.920654
29492,5413,2011,19.47121,-155.92064
29493,5413,2011,19.13582,-155.50449
29494,5413,2011,19.136662,-155.504891
29495,5413,2011,19.78171,-156.04089
29496,5413,2011,19.78062,-156.040468
29497,5413,2011,19.172666,-155.907299
23523,5413,2011,39.632917,141.966694
23524,5413,2011,38.882972,141.625167
23525,5413,2011,39.466994,141.953453
23526,5413,2011,38.9,141.623278
23527,5413,2011,38.289075,141.065089
23528,5413,2011,38.391778,141.205083
23529,5413,2011,38.851417,141.573694
23530,5413,2011,38.051611,140.919611
23531,5413,2011,38.291639,141.066972
23532,5413,2011,37.899556,140.924806
23533,5413,2011,38.260833,141.014694
23534,5413,2011,38.886194,141.609972
23535,5413,2011,38.37175,141.165417
23536,5413,2011,38.037306,140.919417
23537,5413,2011,38.255306,141.008389
23538,5413,2011,38.374806,141.169111
23539,5413,2011,38.017306,140.912778
23540,5413,2011,38.791556,141.497417
23541,5413,2011,40.498361,141.621839
23542,5413,2011,38.380333,141.180583
23543,5413,2011,39.019861,141.715528
23544,5413,2011,38.883583,141.622417
23545,5413,2011,38.901472,141.631028
20874,5413,2011,40.526222,141.520608
20875,5413,2011,34.084265,134.535168
20876,5413,2011,38.263031,140.986969
20877,5413,2011,38.4375,141.389694
20878,5413,2011,40.523747,141.540033
20879,5413,2011,40.536792,141.5592
20880,5413,2011,37.966903,140.889853
20881,5413,2011,38.048833,140.903
29508,5413,2011,18.968835,-155.611935
29509,5413,2011,19.853003,-155.91997
29510,5413,2011,21.961111,-159.349722
29446,5413,2011,19.562202,-155.961742
29447,5413,2011,19.913348,-155.888415
29448,5413,2011,19.91313,-155.888213
29449,5413,2011,19.079373,-155.902108
29450,5413,2011,19.079068,-155.902285
29451,5413,2011,18.97111,-155.61316
29452,5413,2011,18.971077,-155.613545
29453,5413,2011,19.182741,-155.907075
29454,5413,2011,19.182439,-155.906854
29455,5413,2011,19.562432,-155.962407
29456,5413,2011,19.562805,-155.962395
29457,5413,2011,19.83009,-155.98988
29458,5413,2011,19.82965,-155.9914
29459,5413,2011,19.82899,-155.99175
29460,5413,2011,19.82836,-155.99312
29461,5413,2011,19.82777,-155.99364
29462,5413,2011,19.734813,-155.008936
29463,5413,2011,19.73514,-155.00908
29464,5413,2011,19.460046,-155.925136
29465,5413,2011,19.460367,-155.925408
29466,5413,2011,19.562432,-155.962398
29467,5413,2011,19.562785,-155.962334
29468,5413,2011,19.72384,-155.071815
29469,5413,2011,19.723428,-155.071797
29470,5413,2011,19.723551,-155.071492
29471,5413,2011,19.72332,-155.071421
29258,5413,2011,20.887917,-156.4639
29259,5413,2011,20.7476,-156.4552
29260,5413,2011,20.76159,-156.4565
29261,5413,2011,20.76545,-156.45738
29262,5413,2011,20.599536,-156.419911
29263,5413,2011,20.6184,-156.4367
29264,5413,2011,20.6519,-156.43872
29265,5413,2011,20.79444,-156.51417
29266,5413,2011,19.6672,-156.02785
29267,5413,2011,19.686367,-156.03268
29268,5413,2011,19.712667,-156.048817
29269,5413,2011,19.969467,-155.844217
29270,5413,2011,19.972083,-155.832167
29271,5413,2011,19.974066,-155.8315
29272,5413,2011,20.031833,-155.8255
29273,5413,2011,20.029467,-155.829183
29274,5413,2011,20.02795,-155.8265
29275,5413,2011,19.72315,-155.078083
29276,5413,2011,19.725917,-155.06995
29277,5413,2011,19.7303,-155.0687
29278,5413,2011,19.42505,-154.882917
29279,5413,2011,19.25785,-155.1934
29280,5413,2011,19.25865,-155.1948
29281,5413,2011,19.135733,-155.504817
29282,5413,2011,19.470383,-155.921183
29283,5413,2011,19.56125,-155.96215
29284,5413,2011,19.72088,-155.0714
29285,5413,2011,19.182432,-155.906864
29286,5413,2011,19.182734,-155.907084
29287,5413,2011,19.730275,-155.068604
29288,5413,2011,19.730449,-155.06852
29289,5413,2011,19.729186,-155.068324
29290,5413,2011,19.729225,-155.068166
29291,5413,2011,19.113761,-155.5247
29292,5413,2011,19.11349,-155.52467
24776,5413,2011,38.338083,141.106667
24777,5413,2011,38.917417,141.580222
24778,5413,2011,38.293972,141.424583
24779,5413,2011,38.354333,141.443972
24780,5413,2011,38.404,141.371056
24781,5413,2011,38.239417,140.992222
25145,5413,2011,29.9497,122.2836
25146,5413,2011,22.267,114.283
24721,5413,2011,39.261389,141.898889
24722,5413,2011,39.240556,141.919722
24723,5413,2011,39.476806,141.958028
24724,5413,2011,39.583694,141.955417
24725,5413,2011,39.300139,141.882556
24726,5413,2011,39.300028,141.880583
24727,5413,2011,39.027949,141.605854
24674,5413,2011,40.016978,141.898792
24675,5413,2011,39.086389,141.709972
24676,5413,2011,39.069028,141.742972
24677,5413,2011,39.750889,141.988
24678,5413,2011,39.374333,141.887889
24679,5413,2011,39.143861,141.836139
24680,5413,2011,39.309389,141.908333
24681,5413,2011,39.024833,141.709222
24682,5413,2011,38.993333,141.73225
24683,5413,2011,38.987972,141.73525
25138,5413,2011,-0.7533,-90.3117
24728,5413,2011,38.970282,141.695458
24729,5413,2011,40.178611,141.816139
24730,5413,2011,39.025583,141.74375
24731,5413,2011,39.594752,142.024086
24732,5413,2011,40.1115,141.826694
24733,5413,2011,39.19019,141.865705
24734,5413,2011,39.437917,141.974639
24735,5413,2011,39.331222,141.898611
24736,5413,2011,39.613607,141.961744
24737,5413,2011,39.594569,141.941949
24738,5413,2011,40.012222,141.89675
24739,5413,2011,39.0025,141.661028
24740,5413,2011,39.575197,142.026058
24741,5413,2011,40.00625,141.921944
24742,5413,2011,39.692472,141.960472
24743,5413,2011,39.149556,141.836528
24744,5413,2011,39.690806,141.958671
24745,5413,2011,39.373222,141.956194
25151,5413,2011,-36.55,-72.933
25152,5413,2011,-42.5,-73.917
25153,5413,2011,-27.3333,-70.9333
25155,5413,2011,-30.2575,-71.4925
25156,5413,2011,42.05,-124.28
25072,5413,2011,33.75,-118.22
25073,5413,2011,33.75,-118.22
29294,5413,2011,19.85619,-155.923414
29295,5413,2011,19.470968,-155.922052
29296,5413,2011,19.47112,-155.92204
29297,5413,2011,19.723427,-155.071812
29298,5413,2011,19.72384,-155.07183
29299,5413,2011,19.72332,-155.071436
29300,5413,2011,19.72355,-155.071507
29301,5413,2011,19.470392,-155.920654
29302,5413,2011,19.47121,-155.92064
29504,5413,2011,19.173637,-155.906521
29505,5413,2011,19.639453,-155.997844
29506,5413,2011,19.640723,-155.998412
29507,5413,2011,18.97021,-155.61073
24713,5413,2011,40.352778,141.760278
24714,5413,2011,40.336944,141.770278
24715,5413,2011,40.304167,141.789167
24716,5413,2011,39.421726,141.984518
24717,5413,2011,39.700222,141.966028
24718,5413,2011,39.569929,142.036537
24698,5413,2011,39.602222,142.025556
24699,5413,2011,39.70385,141.960652
24700,5413,2011,40.441667,141.688889
24701,5413,2011,39.606667,141.975528
24702,5413,2011,39.953472,141.954333
24703,5413,2011,39.531664,142.031849
24704,5413,2011,39.533461,142.047025
24705,5413,2011,40.112028,141.823611
24706,5413,2011,39.075305,141.817573
24707,5413,2011,39.572266,141.936035
24708,5413,2011,39.960439,141.954972
24709,5413,2011,40.07925,141.831611
25125,5413,2011,32.63483888,-117.1400806
25126,5413,2011,32.58,-117.1
25127,5413,2011,32.55574722,-117.1275139
25128,5413,2011,39.43,-123.8
25129,5413,2011,37.8313,-122.2852
25130,5413,2011,33.62988056,-117.9580639
25133,5413,2011,32.665,-117.24
25134,5413,2011,32.71156389,-117.231944
25135,5413,2011,33.037,-117.292
25137,5413,2011,15.233,145.733
24719,5413,2011,39.482639,141.980833
24720,5413,2011,39.351667,141.934667
24624,5413,2011,38.385583,141.191389
24625,5413,2011,38.72375,141.554917
24626,5413,2011,38.875167,141.584917
24627,5413,2011,39.616722,142.019306
24628,5413,2011,39.161782,141.894837
24629,5413,2011,38.375722,141.172139
24630,5413,2011,40.620556,141.455278
24631,5413,2011,38.517056,141.465778
24632,5413,2011,38.040278,140.920417
24633,5413,2011,39.424762,141.97267
24634,5413,2011,39.207639,141.869278
24635,5413,2011,39.058889,141.812778
24636,5413,2011,38.688056,141.436278
24637,5413,2011,39.920056,141.939006
24756,5413,2011,39.574777,142.028868
24757,5413,2011,39.365722,141.944944
24758,5413,2011,40.3425,141.771111
24759,5413,2011,39.602333,142.022383
24760,5413,2011,39.625917,142.02075
24761,5413,2011,39.617778,142.019889
24762,5413,2011,40.217083,141.805306
24763,5413,2011,40.179722,141.823667
24764,5413,2011,40.455975,141.670503
24765,5413,2011,40.654322,141.441172
24766,5413,2011,40.702361,141.424972
24767,5413,2011,37.9545,140.894389
24768,5413,2011,38.255556,140.978611
24769,5413,2011,38.898,141.564556
24770,5413,2011,38.414583,141.338056
24771,5413,2011,38.737164,141.543319
24772,5413,2011,38.356833,141.153389
24773,5413,2011,38.894361,141.566111
24774,5413,2011,38.36835,141.136975
24775,5413,2011,38.328983,141.165536
24684,5413,2011,40.013541,141.900379
24685,5413,2011,39.447972,141.999639
24686,5413,2011,40.178639,141.817806
24687,5413,2011,39.611835,141.978024
24688,5413,2011,40.270056,141.81475
24689,5413,2011,39.353028,141.935472
24690,5413,2011,39.611139,141.961778
24691,5413,2011,39.598243,141.944829
24692,5413,2011,40.213139,141.80375
24693,5413,2011,39.01525,141.648111
24694,5413,2011,39.691826,141.956849
24695,5413,2011,39.523633,142.02795
24696,5413,2011,39.799722,141.983694
24697,5413,2011,39.689249,141.965886
25803,5413,2011,-41.07,173.68
25139,5413,2011,-13.71,-76.22
25140,5413,2011,-5.0061,-81.0581
25182,5413,2011,54.192,-133.003
25183,5413,2011,53.25,-132.08
25184,5413,2011,54.32,-130.33
25185,5413,2011,50.722,-127.488
25186,5413,2011,48.837,-125.137
25187,5413,2011,50.016667,-125.233333
25188,5413,2011,50.78,-128.43
25189,5413,2011,49.34031666,-123.2331306
25190,5413,2011,49.333333,-123.25
25802,5413,2011,-41.299,174.113
24602,5413,2011,38.335222,141.154333
24603,5413,2011,39.028778,141.782444
24604,5413,2011,39.143722,141.840083
24605,5413,2011,38.099778,140.889111
24606,5413,2011,38.458056,141.517472
24607,5413,2011,40.237972,141.8255
24608,5413,2011,42.569521,141.40312
24609,5413,2011,39.9375,141.937306
24610,5413,2011,41.965386,143.190269
24611,5413,2011,38.522806,141.467778
24612,5413,2011,40.493694,141.630333
24613,5413,2011,39.611611,141.9605
24614,5413,2011,39.606008,141.953039
24615,5413,2011,39.706778,141.975806
24616,5413,2011,42.420339,143.392338
24617,5413,2011,39.319083,141.955667
24618,5413,2011,35.694592,140.725358
24619,5413,2011,35.144667,140.312639
24620,5413,2011,35.330333,140.401139
24621,5413,2011,38.463944,141.474222
24622,5413,2011,38.39125,141.517111
24623,5413,2011,39.441972,141.982917
24746,5413,2011,40.01275,141.897889
24747,5413,2011,39.827306,141.972806
24748,5413,2011,39.624907,141.961207
24749,5413,2011,40.34,141.770278
24750,5413,2011,39.853,141.969583
24751,5413,2011,39.734944,141.978278
24752,5413,2011,39.921556,141.935769
24753,5413,2011,38.9495,141.689194
24754,5413,2011,39.734806,141.97775
24755,5413,2011,39.311944,141.883889
25191,5413,2011,49.2,-122.916667
25192,5413,2011,48.457333,-123.4245806
24710,5413,2011,40.125528,141.836833
24711,5413,2011,40.412778,141.717778
24712,5413,2011,40.011194,141.891611
19593,5429,2011,39.017,141.75
19663,5432,2011,54.133,-165.778
19662,5432,2011,52.9406,-168.871
19661,5432,2011,57.125,-170.275
19660,5432,2011,51.863,-176.632
19664,5432,2011,19.7303,-155.0553
19665,5432,2011,21.927,-159.36
19666,5432,2011,28.215,-177.361
19804,5433,2011,50.3964,-4.1386
19803,5433,2011,50.1,-5.5536
19805,5433,2011,50.7667,-1.0833
19806,5433,2011,50.116,-5.483
19646,5430,2011,-29.95,-71.3353
19647,5430,2011,-0.433,-90.283
19648,5430,2011,-16.209,-73.622
19649,5430,2011,-12.069,-77.1668
19650,5430,2011,-29.251,-177.9038
